Date,Close,Volume,Daily_Return_pct,article_count,mean_sentiment,positive_count,negative_count
2024-03-18,173.8000030517578,108214400,6.254200201423088,3.0,-0.11601744095484416,1.0,1.0
2024-03-19,171.32000732421875,77271400,-1.4269250195585559,1.0,0.0,0.0,0.0
2024-03-20,175.66000366210938,83846700,2.5332688257929448,3.0,-0.22849367062250772,0.0,1.0
2024-03-21,172.82000732421875,73178000,-1.6167575308454918,1.0,0.0,0.0,0.0
2024-03-22,170.8300018310547,75580600,-1.151490226146512,2.0,-0.24067649245262146,0.0,1.0
2024-03-25,172.6300048828125,74228600,1.0536808713131895,3.0,0.0,0.0,0.0
2024-03-26,177.6699981689453,113186200,2.9195349264770964,2.0,0.0,0.0,0.0
2024-03-27,179.8300018310547,81804000,1.2157391142962881,1.0,0.0,0.0,0.0
2024-03-28,175.7899932861328,77654800,-2.2465709302040393,2.0,-0.8121026158332825,0.0,2.0
2024-04-01,175.22000122070312,81562100,-0.3242460249155976,3.0,-0.9507061441739401,0.0,3.0
2024-04-02,166.6300048828125,116650600,-4.902406276707449,2.0,0.0,0.0,0.0
2024-04-03,168.3800048828125,82950100,1.050231020055925,1.0,0.9153016805648804,1.0,0.0
2024-04-04,171.11000061035156,123162000,1.6213301154368365,2.0,-0.7688396871089935,0.0,2.0
2024-04-05,164.89999389648438,143157600,-3.6292482565110196,1.0,0.0,0.0,0.0
2024-04-08,172.97999572753906,104423300,4.899940648952894,3.0,-0.055601656436920166,1.0,1.0
2024-04-09,176.8800048828125,102951700,2.254601255405486,3.0,-0.5760331749916077,0.0,2.0
2024-04-10,171.75999450683594,84532400,-2.8946236061948905,1.0,0.0,0.0,0.0
2024-04-11,174.60000610351562,94516000,1.653476762638495,3.0,0.0,0.0,0.0
2024-04-12,171.0500030517578,64722700,-2.0332204625772565,2.0,0.0,0.0,0.0
2024-04-15,161.47999572753906,100245300,-5.594859487563397,3.0,-0.9004977742830912,0.0,3.0
2024-04-16,157.11000061035156,97000000,-2.7062145360474688,2.0,0.42909660935401917,1.0,0.0
2024-04-17,155.4499969482422,82439700,-1.0565868854054306,1.0,0.0,0.0,0.0
2024-04-18,149.92999267578125,96098800,-3.550983840996058,2.0,0.34985122084617615,1.0,0.0
2024-04-19,147.0500030517578,87074500,-1.9208895916184798,2.0,-0.47036154568195343,0.0,2.0
2024-04-22,142.0500030517578,107097600,-3.400203941675628,3.0,-0.34142541885375977,1.0,2.0
2024-04-23,144.67999267578125,124545100,1.8514534090260826,2.0,0.4548892080783844,1.0,0.0
2024-04-24,162.1300048828125,181178000,12.061109407252758,1.0,0.9027771353721619,1.0,0.0
2024-04-25,170.17999267578125,126427500,4.965143743002587,3.0,0.4216652711232503,2.0,0.0
2024-04-26,168.2899932861328,109815700,-1.1105884774887609,2.0,0.0,0.0,0.0
2024-04-29,194.0500030517578,243869700,15.306917103399531,3.0,-0.0013666947682698567,1.0,1.0
2024-04-30,183.27999877929688,127031800,-5.550118063944742,2.0,-0.3987244665622711,0.0,1.0
2024-05-01,179.99000549316406,92829700,-1.7950640048260635,2.0,-0.46457821130752563,0.0,1.0
2024-05-02,180.00999450683594,89148000,0.01110562423569661,3.0,-0.30882855256398517,0.0,1.0
2024-05-03,181.19000244140625,75491500,0.6555235656792835,1.0,0.0,0.0,0.0
2024-05-06,184.75999450683594,84390300,1.9703030064167848,3.0,0.21841077009836832,1.0,0.0
2024-05-07,177.80999755859375,75045900,-3.761635178001177,2.0,0.0,0.0,0.0
2024-05-08,174.72000122070312,79969500,-1.7378079862311324,2.0,0.40428483486175537,1.0,0.0
2024-05-09,171.97000122070312,65950300,-1.573946875450305,3.0,0.0,0.0,0.0
2024-05-10,168.47000122070312,72627200,-2.035238689978358,0.0,0.0,0.0,0.0
2024-05-13,171.88999938964844,67018900,2.030033919489904,3.0,-0.5922504266103109,0.0,2.0
2024-05-14,177.5500030517578,86407400,3.292805679333921,3.0,0.03815742333730062,1.0,1.0
2024-05-15,173.99000549316406,79663000,-2.005067585133169,0.0,0.0,0.0,0.0
2024-05-16,174.83999633789062,59812200,0.4885285464054867,3.0,-0.3017641305923462,1.0,2.0
2024-05-17,177.4600067138672,77445800,1.4985188920464187,1.0,-0.5231919288635254,0.0,1.0
